pub_date	title	venue	excerpt	citation	url_slug	paper_url
2012-11-28	Parallel tractor extension and ambient metrics of holonomy split G_2	Journal of Differential Geometry	This paper is about the number 1. The number 2 is left for future work.	C Robin Graham, Travis Willse (2012). "Parallel tractor extension and ambient metrics of holonomy split G2" <i>J. Diff. Geom.</i> <b>92</b>(3): 463--506 (2012).	test	https://projecteuclid.org/journals/journal-of-differential-geometry/volume-92/issue-3/Parallel-tractor-extension-and-ambient-metrics-of-holonomy-split-G_2/10.4310/jdg/1354110197.full
